date,kind,varieties,type,price
9/16/2015,כרובית,,בין 1.2-1 ק"ג א,7.00
9/16/2015,לוביה,,סוג א',17.35
9/16/2015,לוף,,ב- 10-7 ס"מ א,6.80
9/16/2015,מלונים,,כתום,4.60
9/16/2015,מלונים,גליה,מותג,4.70
9/16/2015,מלפפון,,.,9.20
9/16/2015,סלק,,ק' 85-60 סוג א,4.60
9/16/2015,עגבניות,חממה,.,8.40
9/16/2015,עגבניות,צ`רי,אשכולות,10.80
9/16/2015,עגבניות,צ`רי,תמר אשכולות,13.00
9/16/2015,פטריות,שמפניון,ק' 50 ממ' סוג א,23.75
9/16/2015,פלפל,אדום,חממה,9.20
9/16/2015,פלפל,חריף,ירוק,6.70
9/16/2015,פלפל,ירוק בהיר,.,7.40
9/16/2015,פלפל,ירוק כהה,ק' 70-60 סוג-א,6.60
9/16/2015,פלפל,צהוב,ק' 75-65 סוג א,9.80
9/16/2015,צנוניות,,ארוז,5.80
9/16/2015,קולורבי,,ב- 1-0.5 קג'  א,9.00
9/16/2015,קשואים,מקומי,סוג א,9.60
9/16/2015,שום,יבוא,סוג א,16.80
9/16/2015,שום,יבש,ק' 50-20 סוג א,13.80
9/16/2015,שומר,,סוג א,5.00
9/16/2015,שעועית,ירוקה,10-7 ס"מ סוג א,16.25
9/16/2015,תירס,,ארוז סוג א,4.40
9/16/2015,תפוח אדמה,דזירה,ארוז סוג א,3.15
9/16/2015,תפוח אדמה,דזירה,תפזורת סוג א,2.20
9/16/2015,תפוח אדמה,לבן,ארוז סוג א,2.75
9/16/2015,תפוח אדמה,לבן,תפזורת סוג א,1.70
9/16/2015,אבוקדו,,גליל,6.60
9/16/2015,אגסים,ספדונה,ק' 6 מותג,5.80
9/16/2015,אגסים,ספדונה,ק' 6.5 מותג,6.80
9/16/2015,אגסים,ספדונה,ק' 7 מותג,8.00
9/16/2015,אננס,,סוג א,20.40
9/16/2015,אפרסקים,,סמר סנו ק' 6,4.80
9/16/2015,אפרסקים,,סמר סנו ק' 6.5,5.80
9/16/2015,אפרסקים,,סמר סנו ק' 7,6.80
9/16/2015,בננות,,סוג א,5.10
9/16/2015,גויבות,,סוג א',10.80
9/16/2015,חבושים,,סוג א,13.75
9/16/2015,מנגו,טומי,סוג א,8.50
9/16/2015,מנגו,קיט,סוג א,6.25
9/16/2015,מנגו,שלי,סוג א,10.60
9/16/2015,נקטרינות,אדומות,ק' 6 מותג,6.30
9/16/2015,נקטרינות,אדומות,ק' 6.5 מותג,7.40
9/16/2015,נקטרינות,אדומות,ק' 7 מותג,8.40
9/16/2015,נקטרינות,לבנות,ק' 6 מותג,7.30
9/16/2015,נקטרינות,לבנות,ק' 6.5 מותג,8.30
9/16/2015,נקטרינות,לבנות,ק' 7 מותג,9.40
9/16/2015,ענבים,,קרימסון,6.60
9/16/2015,ענבים,,קרימסון מותג,12.50
9/16/2015,ענבים,אלפונס,אוטם רואיל מותג,13.00
9/16/2015,ענבים,זייני,מותג,12.00
9/16/2015,ענבים,זייני,סוג א,5.40
9/16/2015,ענבים,טומפסון,מותג,12.00
9/16/2015,ענבים,טומפסון,סוג א',6.40
9/16/2015,ענבים,רדגלוב,מותג,8.00
9/16/2015,ענבים,רדגלוב,סוג א,4.40
9/16/2015,צבר,,מובחר,12.20
9/16/2015,קיווי,הוארד,סוג א מותג,13.40
9/16/2015,קיווי,ייבוא,סוג א,22.00
9/16/2015,רימונים,,.,5.20
9/16/2015,שזיפים,סוג 440,.,7.40
9/16/2015,שזיפים,שגיב,סוג א' מאורך,8.50
9/16/2015,תמרים,תמרים ברהי,סוג א,8.20
9/16/2015,תפוחים,גלה,ק' 6.5 מותג,4.40
9/16/2015,תפוחים,גלה,ק' 7 מותג,5.60
9/16/2015,תפוחים,גלה,ק' 7.5 מותג,6.60
9/16/2015,תפוחים,גרני סמיט,ק' 6.5 מותג,4.50
9/16/2015,תפוחים,גרני סמיט,ק' 7 מותג,5.50
9/16/2015,תפוחים,גרני סמיט,ק' 7.5 מותג,6.25
9/16/2015,תפוחים,זהוב דלישס,ק' 6.5 מותג,4.35
9/16/2015,תפוחים,זהוב דלישס,ק' 7 מותג,5.25
9/16/2015,תפוחים,זהוב דלישס,ק' 7.5 מותג,6.10
9/16/2015,תפוחים,סטרקינג דל,ק' 6.5 מותג,4.50
9/16/2015,תפוחים,סטרקינג דל,ק' 7 מותג,5.50
9/16/2015,תפוחים,סטרקינג דל,ק' 7.5 מותג,6.60
9/10/2015,לימונים,לימונים,סוג א,7.35
9/10/2015,קלמנטינות,סצומה,.,5.05
9/10/2015,תפוזים,ולנסיה,סוג א',6.70
9/10/2015,תפוזים,טבורי,ניול,5.00
9/10/2015,אבטיחים,מיני,.,3.90
9/10/2015,בטטות,,מ- 250 גר סוג א,5.00
9/10/2015,בצל,אדום,מקומי,1.90
9/10/2015,בצל,ירוק,ארוז סוג א,18.55
9/10/2015,בצל,ירוק,תפזורת סוג א,8.85
9/10/2015,בצל,ריברסייד,ק' 77-50 סוג א,1.55
9/10/2015,גזר,,ארוז,4.25
9/10/2015,גזר,,תפזורת סוג א,3.60
9/10/2015,דלורית,,סוג א,1.85
9/10/2015,דלעת,,בין 25-10 ק"ג א,1.85
9/10/2015,חזרת,,ב- 30-10 ס' א,30.00
9/10/2015,חסה,עגולה,יח' 1 סוג א,5.10
9/10/2015,חסה,ערבית,יח' 1 סוג א,3.80
9/10/2015,חצילים,,חממה,5.10
9/10/2015,כרוב,אדום,1-0.5 ק"ג סוג א,4.80
9/10/2015,כרוב,לבן,1-0.8 ק"ג סוג א,2.00
9/10/2015,כרובית,,בין 1.2-1 ק"ג א,5.00
9/10/2015,לוביה,,סוג א',37.00
9/10/2015,לוף,,ב- 10-7 ס"מ א,5.30
9/10/2015,מלונים,,כתום,3.60
9/10/2015,מלונים,גליה,מותג,4.15
9/10/2015,מלפפון,,.,6.50
9/10/2015,סלק,,ק' 85-60 סוג א,3.15
9/10/2015,עגבניות,,תמר חממה,4.00
9/10/2015,עגבניות,חממה,.,5.45
9/10/2015,עגבניות,צ`רי,אשכולות,8.75
9/10/2015,עגבניות,צ`רי,תמר אשכולות,11.60
9/10/2015,פטריות,שמפניון,ק' 50 ממ' סוג א,23.60
9/10/2015,פלפל,אדום,חממה,7.60
9/10/2015,פלפל,חריף,ירוק,5.85
9/10/2015,פלפל,ירוק בהיר,.,6.25
9/10/2015,פלפל,ירוק כהה,ק' 70-60 סוג-א,6.35
9/10/2015,פלפל,צהוב,ק' 75-65 סוג א,8.20
9/10/2015,צנוניות,,ארוז,5.45
9/10/2015,קולורבי,,ב- 1-0.5 קג'  א,8.40
9/10/2015,קשואים,מקומי,סוג א,9.30
9/10/2015,שום,יבוא,סוג א,17.65
9/10/2015,שום,יבש,ק' 50-20 סוג א,12.35
9/10/2015,שומר,,סוג א,5.15
9/10/2015,שעועית,ירוקה,10-7 ס"מ סוג א,17.90
9/10/2015,תירס,,ארוז סוג א,4.85
9/10/2015,תפוח אדמה,דזירה,ארוז סוג א,3.15
9/10/2015,תפוח אדמה,דזירה,תפזורת סוג א,2.35
9/10/2015,תפוח אדמה,לבן,ארוז סוג א,2.70
9/10/2015,תפוח אדמה,לבן,תפזורת סוג א,1.95
9/10/2015,אבוקדו,,גליל,8.30
9/10/2015,אגסים,ספדונה,ק' 6 מותג,6.60
9/10/2015,אגסים,ספדונה,ק' 6.5 מותג,7.65
9/10/2015,אגסים,ספדונה,ק' 7 מותג,8.80
9/10/2015,אננס,,סוג א,22.10
9/10/2015,אפרסקים,,סמר סנו ק' 6,5.00
9/10/2015,אפרסקים,,סמר סנו ק' 6.5,6.10
9/10/2015,אפרסקים,,סמר סנו ק' 7,6.90
9/10/2015,בננות,,סוג א,5.10
9/10/2015,גויבות,,סוג א',12.40
9/10/2015,חבושים,,סוג א,10.25
9/10/2015,מנגו,טומי,סוג א,6.50
9/10/2015,מנגו,קיט,סוג א,6.35
9/10/2015,מנגו,קנט,סוג א,6.30
9/10/2015,מנגו,שלי,סוג א,10.20
9/10/2015,נקטרינות,אדומות,ק' 6 מותג,6.85
9/10/2015,נקטרינות,אדומות,ק' 6.5 מותג,7.85
9/10/2015,נקטרינות,אדומות,ק' 7 מותג,9.20
9/10/2015,נקטרינות,לבנות,ק' 6 מותג,6.85
9/10/2015,נקטרינות,לבנות,ק' 6.5 מותג,7.95
9/10/2015,נקטרינות,לבנות,ק' 7 מותג,9.05
9/10/2015,ענבים,,קרימסון,7.60
9/10/2015,ענבים,,קרימסון מותג,12.00
9/10/2015,ענבים,אלפונס,אוטם רואיל מותג,13.30
9/10/2015,ענבים,זייני,סוג א,4.65
9/10/2015,ענבים,טומפסון,מותג,12.00
9/10/2015,ענבים,טומפסון,סוג א',7.15
9/10/2015,ענבים,רדגלוב,מותג,7.55
9/10/2015,ענבים,רדגלוב,סוג א,4.95
9/10/2015,פסיפלורה,,ארוז מוותג,11.50
9/10/2015,צבר,,מובחר,13.15
9/10/2015,קיווי,הוארד,סוג א מותג,13.65
9/10/2015,קיווי,ייבוא,סוג א,22.00
9/10/2015,רימונים,,.,5.20
9/10/2015,שזיפים,סוג 440,.,8.10
9/10/2015,שזיפים,סנגולד,סוג א,8.35
9/10/2015,שזיפים,שגיב,סוג א' מאורך,8.15
9/10/2015,תמרים,תמרים ברהי,סוג א,9.40
9/10/2015,תפוחים,גלה,ק' 6.5 מותג,4.80
9/10/2015,תפוחים,גלה,ק' 7 מותג,6.00
9/10/2015,תפוחים,גלה,ק' 7.5 מותג,6.80
9/10/2015,תפוחים,גרני סמיט,ק' 6.5 מותג,5.90
9/10/2015,תפוחים,גרני סמיט,ק' 7 מותג,6.95
9/10/2015,תפוחים,גרני סמיט,ק' 7.5 מותג,7.35
9/10/2015,תפוחים,זהוב דלישס,ק' 6.5 מותג,4.90
9/10/2015,תפוחים,זהוב דלישס,ק' 7 מותג,5.95
9/10/2015,תפוחים,זהוב דלישס,ק' 7.5 מותג,6.50
9/10/2015,תפוחים,סטרקינג דל,ק' 6.5 מותג,5.15
9/10/2015,תפוחים,סטרקינג דל,ק' 7 מותג,6.00
9/10/2015,תפוחים,סטרקינג דל,ק' 7.5 מותג,6.70
9/9/2015,לימונים,לימונים,סוג א,6.80
9/9/2015,קלמנטינות,סצומה,.,5.30
9/9/2015,תפוזים,ולנסיה,סוג א',5.80
9/9/2015,אבטיחים,מיני,.,4.00
9/9/2015,בטטות,,מ- 250 גר סוג א,4.35
9/9/2015,בצל,אדום,מקומי,1.75
9/9/2015,בצל,ירוק,ארוז סוג א,11.20
9/9/2015,בצל,ירוק,תפזורת סוג א,9.00
9/9/2015,בצל,ריברסייד,ק' 77-50 סוג א,1.60
9/9/2015,ברוקולי,,ארוז,15.00
9/9/2015,גזר,,ארוז,4.50
9/9/2015,גזר,,תפזורת סוג א,3.90
9/9/2015,דלורית,,סוג א,1.80
9/9/2015,דלעת,,בין 25-10 ק"ג א,1.70
9/9/2015,חזרת,,ב- 30-10 ס' א,30.00
9/9/2015,חסה,עגולה,יח' 1 סוג א,5.50
9/9/2015,חסה,ערבית,יח' 1 סוג א,4.10
9/9/2015,חצילים,,חממה,4.40
9/9/2015,כרוב,אדום,1-0.5 ק"ג סוג א,4.20
9/9/2015,כרוב,לבן,1-0.8 ק"ג סוג א,2.80
9/9/2015,כרובית,,בין 1.2-1 ק"ג א,7.50
9/9/2015,לוביה,,סוג א',33.20
9/9/2015,לוף,,ב- 10-7 ס"מ א,6.40
9/9/2015,מלונים,,כתום,4.60
9/9/2015,מלונים,גליה,מותג,4.60
9/9/2015,מלפפון,,.,6.10
9/9/2015,סלק,,ק' 85-60 סוג א,4.00
9/9/2015,עגבניות,חממה,.,6.20
9/9/2015,עגבניות,צ`רי,אשכולות,8.40
9/9/2015,עגבניות,צ`רי,תמר אשכולות,9.80
9/9/2015,פטריות,שמפניון,ק' 50 ממ' סוג א,22.50
9/9/2015,פלפל,אדום,חממה,7.10
9/9/2015,פלפל,חריף,ירוק,5.10
9/9/2015,פלפל,ירוק בהיר,.,7.00
9/9/2015,פלפל,ירוק כהה,ק' 70-60 סוג-א,5.50
9/9/2015,פלפל,צהוב,ק' 75-65 סוג א,7.20
9/9/2015,צנוניות,,ארוז,5.20
9/9/2015,קולורבי,,ב- 1-0.5 קג'  א,8.70
9/9/2015,קשואים,מקומי,סוג א,9.00
9/9/2015,שום,יבוא,סוג א,16.60
9/9/2015,שום,יבש,ק' 50-20 סוג א,14.00
9/9/2015,שומר,,סוג א,4.60
9/9/2015,שעועית,ירוקה,10-7 ס"מ סוג א,16.40
9/9/2015,תירס,,ארוז סוג א,4.70
9/9/2015,תירס,,תפזורת סוג א,4.00
9/9/2015,תפוח אדמה,דזירה,ארוז סוג א,3.10
9/9/2015,תפוח אדמה,דזירה,תפזורת סוג א,2.40
9/9/2015,תפוח אדמה,לבן,ארוז סוג א,2.75
9/9/2015,תפוח אדמה,לבן,תפזורת סוג א,1.65
9/9/2015,אבוקדו,,גליל,7.20
9/9/2015,אגסים,ספדונה,ק' 6 מותג,6.20
9/9/2015,אגסים,ספדונה,ק' 6.5 מותג,7.50
9/9/2015,אגסים,ספדונה,ק' 7 מותג,8.80
9/9/2015,אננס,,סוג א,22.50
9/9/2015,אפרסקים,,סמר סנו ק' 6,4.00
9/9/2015,אפרסקים,,סמר סנו ק' 6.5,5.30
9/9/2015,אפרסקים,,סמר סנו ק' 7,6.20
9/9/2015,בננות,,סוג א,5.00
9/9/2015,גויבות,,סוג א',10.25
9/9/2015,חבושים,,סוג א,10.40
9/9/2015,מנגו,טומי,סוג א,7.20
9/9/2015,מנגו,מיה,סוג א,24.80
9/9/2015,מנגו,קנט,סוג א,6.00
9/9/2015,מנגו,שלי,סוג א,10.20
9/9/2015,נקטרינות,אדומות,ק' 6 מותג,4.90
9/9/2015,נקטרינות,אדומות,ק' 6.5 מותג,5.90
9/9/2015,נקטרינות,אדומות,ק' 7 מותג,6.80
9/9/2015,נקטרינות,לבנות,ק' 6 מותג,5.90
9/9/2015,נקטרינות,לבנות,ק' 6.5 מותג,7.00
9/9/2015,נקטרינות,לבנות,ק' 7 מותג,8.00
9/9/2015,ענבים,,קרימסון,7.40
9/9/2015,ענבים,,קרימסון מותג,12.00
9/9/2015,ענבים,זייני,סוג א,4.10
9/9/2015,ענבים,טומפסון,מותג,12.00
9/9/2015,ענבים,טומפסון,סוג א',5.40
9/9/2015,ענבים,רדגלוב,מותג,7.50
9/9/2015,ענבים,רדגלוב,סוג א,3.80
9/9/2015,פסיפלורה,,ארוז מוותג,13.80
9/9/2015,צבר,,מובחר,13.00
9/9/2015,קיווי,הוארד,סוג א מותג,14.50
9/9/2015,קיווי,ייבוא,סוג א,22.00
9/9/2015,רימונים,,.,5.20
9/9/2015,שזיפים,סוג 440,.,6.70
9/9/2015,שזיפים,שגיב,סוג א' מאורך,8.35
9/9/2015,תמרים,תמרים ברהי,סוג א,8.60
9/9/2015,תפוחים,גלה,ק' 6.5 מותג,4.25
9/9/2015,תפוחים,גלה,ק' 7 מותג,5.25
9/9/2015,תפוחים,גלה,ק' 7.5 מותג,6.50
9/9/2015,תפוחים,גרני סמיט,ק' 6.5 מותג,4.35
9/9/2015,תפוחים,גרני סמיט,ק' 7 מותג,5.35
9/9/2015,תפוחים,גרני סמיט,ק' 7.5 מותג,6.50
9/9/2015,תפוחים,זהוב דלישס,ק' 6.5 מותג,4.35
9/9/2015,תפוחים,זהוב דלישס,ק' 7 מותג,5.35
9/9/2015,תפוחים,זהוב דלישס,ק' 7.5 מותג,6.25
9/9/2015,תפוחים,סטרקינג דל,ק' 6.5 מותג,4.50
9/9/2015,תפוחים,סטרקינג דל,ק' 7 מותג,5.50
9/9/2015,תפוחים,סטרקינג דל,ק' 7.5 מותג,6.60
9/8/2015,לימונים,לימונים,סוג א,7.75
9/8/2015,קלמנטינות,סצומה,.,4.80
9/8/2015,תפוזים,ולנסיה,סוג א',6.70
9/8/2015,תפוזים,טבורי,ניול,5.00
9/8/2015,אבטיחים,מיני,.,4.00
9/8/2015,אבטיחים,סידלס,קרטונים,3.25
9/8/2015,בטטות,,מ- 250 גר סוג א,4.85
9/8/2015,בצל,אדום,מקומי,1.90
9/8/2015,בצל,ירוק,ארוז סוג א,18.05
9/8/2015,בצל,ירוק,תפזורת סוג א,9.30
9/8/2015,בצל,ריברסייד,ק' 77-50 סוג א,1.50
9/8/2015,גזר,,ארוז,4.35
9/8/2015,גזר,,תפזורת סוג א,3.65
9/8/2015,דלורית,,סוג א,1.80
9/8/2015,דלעת,,בין 25-10 ק"ג א,1.85
9/8/2015,חזרת,,ב- 30-10 ס' א,30.00
9/8/2015,חסה,עגולה,יח' 1 סוג א,5.05
9/8/2015,חסה,ערבית,יח' 1 סוג א,3.75
9/8/2015,חצילים,,חממה,5.35
9/8/2015,כרוב,אדום,1-0.5 ק"ג סוג א,5.05
9/8/2015,כרוב,לבן,1-0.8 ק"ג סוג א,2.85
9/8/2015,כרובית,,בין 1.2-1 ק"ג א,5.75
9/8/2015,לוביה,,סוג א',32.35
9/8/2015,לוף,,ב- 10-7 ס"מ א,7.20
9/8/2015,מלונים,,כתום,3.65
9/8/2015,מלונים,גליה,מותג,4.05
9/8/2015,מלפפון,,.,5.10
9/8/2015,סלק,,ק' 85-60 סוג א,2.85
9/8/2015,עגבניות,חממה,.,6.90
9/8/2015,עגבניות,צ`רי,אשכולות,7.55
9/8/2015,עגבניות,צ`רי,תמר אשכולות,11.40
9/8/2015,פטריות,שמפניון,ק' 50 ממ' סוג א,23.25
9/8/2015,פלפל,אדום,חממה,7.40
9/8/2015,פלפל,חריף,ירוק,5.15
9/8/2015,פלפל,ירוק בהיר,.,6.45
9/8/2015,פלפל,ירוק כהה,ק' 70-60 סוג-א,6.20
9/8/2015,פלפל,צהוב,ק' 75-65 סוג א,8.00
9/8/2015,צנוניות,,ארוז,5.30
9/8/2015,קולורבי,,ב- 1-0.5 קג'  א,8.55
9/8/2015,קשואים,מקומי,סוג א,7.55
9/8/2015,שום,יבוא,סוג א,15.40
9/8/2015,שום,יבש,ק' 50-20 סוג א,12.35
9/8/2015,שומר,,סוג א,5.05
9/8/2015,שעועית,ירוקה,10-7 ס"מ סוג א,17.70
9/8/2015,תירס,,ארוז סוג א,4.65
9/8/2015,תירס,,תפזורת סוג א,2.50
9/8/2015,תפוח אדמה,דזירה,ארוז סוג א,3.15
9/8/2015,תפוח אדמה,דזירה,תפזורת סוג א,2.35
9/8/2015,תפוח אדמה,לבן,ארוז סוג א,2.70
9/8/2015,תפוח אדמה,לבן,תפזורת סוג א,1.90
9/8/2015,אבוקדו,,גליל,8.30
9/8/2015,אגסים,ספדונה,ק' 6 מותג,6.55
9/8/2015,אגסים,ספדונה,ק' 6.5 מותג,7.55
9/8/2015,אגסים,ספדונה,ק' 7 מותג,8.50
9/8/2015,אננס,,סוג א,20.50
9/8/2015,אפרסקים,,סמר סנו ק' 6,4.90
9/8/2015,אפרסקים,,סמר סנו ק' 6.5,6.10
9/8/2015,אפרסקים,,סמר סנו ק' 7,6.90
9/8/2015,בננות,,סוג א,5.20
9/8/2015,גויבות,,סוג א',12.55
9/8/2015,חבושים,,סוג א,11.05
9/8/2015,מנגו,טומי,סוג א,5.75
9/8/2015,מנגו,מיה,סוג א,12.35
9/8/2015,מנגו,קיט,סוג א,5.85
9/8/2015,מנגו,שלי,סוג א,9.30
9/8/2015,נקטרינות,אדומות,ק' 6 מותג,6.70
9/8/2015,נקטרינות,אדומות,ק' 6.5 מותג,7.75
9/8/2015,נקטרינות,אדומות,ק' 7 מותג,8.70
9/8/2015,נקטרינות,לבנות,ק' 6 מותג,6.70
9/8/2015,נקטרינות,לבנות,ק' 6.5 מותג,7.70
9/8/2015,נקטרינות,לבנות,ק' 7 מותג,8.80
9/8/2015,ענבים,,קרימסון,7.70
9/8/2015,ענבים,,קרימסון מותג,12.00
9/8/2015,ענבים,זייני,סוג א,4.75
9/8/2015,ענבים,טומפסון,מותג,12.00
9/8/2015,ענבים,טומפסון,סוג א',6.80
9/8/2015,ענבים,רדגלוב,מותג,7.30
9/8/2015,ענבים,רדגלוב,סוג א,4.65
9/8/2015,פסיפלורה,,ארוז מוותג,13.50
9/8/2015,צבר,,מובחר,13.20
9/8/2015,קיווי,הוארד,סוג א מותג,14.50
9/8/2015,קיווי,ייבוא,סוג א,22.00
9/8/2015,רימונים,,.,4.95
9/8/2015,שזיפים,סוג 440,.,8.10
9/8/2015,שזיפים,סנגולד,סוג א,8.50
9/8/2015,שזיפים,שגיב,סוג א' מאורך,7.95
9/8/2015,תמרים,תמרים ברהי,סוג א,8.70
9/8/2015,תפוחים,גלה,ק' 6.5 מותג,4.85
9/8/2015,תפוחים,גלה,ק' 7 מותג,6.15
9/8/2015,תפוחים,גלה,ק' 7.5 מותג,6.70
9/8/2015,תפוחים,גרני סמיט,ק' 6.5 מותג,5.95
9/8/2015,תפוחים,גרני סמיט,ק' 7 מותג,6.95
9/8/2015,תפוחים,גרני סמיט,ק' 7.5 מותג,7.50
